time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2021-09-11T00:28:30.709Z,30.4791,79.282,10,4.7,mb,,81,6.003,0.49,us,us7000fa6y,2021-09-27T22:43:36.925Z,"Uttaranchal, India",earthquake,9.1,1.9,0.057,95,reviewed,us,us
2021-09-10T21:07:08.398Z,-24.0977,-67.0703,190.81,4.7,mb,,57,1.528,0.79,us,us7000fa59,2021-09-27T22:31:59.040Z,"77 km W of San Antonio de los Cobres, Argentina",earthquake,8.8,7.6,0.184,9,reviewed,us,us
2021-09-10T20:10:40.516Z,45.5571,151.8745,10,4.9,mb,,136,6.473,0.71,us,us7000fa4v,2021-09-10T20:35:59.040Z,"Kuril Islands",earthquake,9.6,1.9,0.058,94,reviewed,us,us
2021-09-10T20:09:35.209Z,-4.6391,153.221,65.5,5,mb,,67,1.144,0.74,us,us7000fa4u,2021-09-14T14:22:04.040Z,"110 km ESE of Kokopo, Papua New Guinea",earthquake,7.9,5.5,0.053,123,reviewed,us,us
2021-09-10T20:00:51.881Z,45.515,151.8135,14.09,4.8,mb,,136,6.443,0.56,us,us7000fa4s,2021-09-10T20:21:16.040Z,"Kuril Islands",earthquake,10.2,5.3,0.068,73,reviewed,us,us
2021-09-10T17:45:17.027Z,-14.7275,167.785,9.18,5.3,mww,,54,0.909,0.91,us,us7000fa3h,2021-09-11T23:44:10.609Z,"84 km ENE of Port-Olry, Vanuatu",earthquake,4,3.6,0.069,20,reviewed,us,us
2021-09-10T17:07:15.452Z,-60.5865,-26.5756,10,5.5,mww,,44,8.27,0.84,us,us7000fa2u,2021-09-11T19:44:53.715Z,"South Sandwich Islands region",earthquake,8.5,1.7,0.065,23,reviewed,us,us
2021-09-10T16:08:00.375Z,-57.959,-25.1874,57.55,4.7,mb,,173,7.309,0.84,us,us7000fbuk,2021-09-18T20:34:06.040Z,"South Sandwich Islands region",earthquake,12.3,5.2,0.13,18,reviewed,us,us
2021-09-10T05:45:02.859Z,23.8388,122.0885,33.45,4.7,mb,,96,0.561,0.59,us,us7000f9x2,2021-09-24T06:19:21.040Z,"51 km ESE of Hualien City, Taiwan",earthquake,1.7,5.1,0.094,34,reviewed,us,us
2021-09-10T05:10:03.671Z,-5.5284,152.9314,10,4.7,mb,,101,1.532,0.53,us,us7000fbtz,2021-09-24T05:22:42.040Z,"150 km SSE of Kokopo, Papua New Guinea",earthquake,9.4,1.9,0.108,27,reviewed,us,us
2021-09-10T04:21:29.051Z,-42.8606,-83.6903,10,5.1,mb,,116,8.683,1.26,us,us7000f9wt,2021-09-10T04:43:46.040Z,"West Chile Rise",earthquake,10,1.9,0.082,48,reviewed,us,us
2021-09-10T03:25:38.702Z,-18.2139,-69.9241,97.66,4.6,mb,,94,0.413,0.79,us,us7000f9wf,2021-09-10T03:41:09.040Z,"41 km SE of Calana, Peru",earthquake,5.9,4.9,0.098,37,reviewed,us,us
2021-09-10T02:01:25.981Z,26.1275,128.7154,10,4.7,mb,,77,0.809,0.99,us,us7000f9w1,2021-09-10T02:51:57.597Z,"87 km ESE of Katsuren-haebaru, Japan",earthquake,5.7,1.9,0.1,33,reviewed,us,us
2021-09-10T00:43:18.950Z,16.8123,-61.1442,41.42,4.8,mwr,,40,0.791,0.6,us,us7000f9vl,2021-09-27T05:04:02.646Z,"54 km NE of Anse-Bertrand, Guadeloupe",earthquake,6,6.1,0.066,22,reviewed,us,us
2021-09-10T00:21:01.106Z,-26.2374,178.4531,617.27,4.6,mb,,75,4.405,0.84,us,us7000f9vi,2021-09-27T22:29:24.040Z,"south of the Fiji Islands",earthquake,11,7.8,0.037,220,reviewed,us,us
2021-09-09T23:48:35.877Z,37.6431,80.9465,14.77,4.5,mb,,150,3.796,0.8,us,us7000f9v9,2021-09-26T02:48:12.040Z,"107 km ENE of Hotan, China",earthquake,9.4,6.4,0.136,16,reviewed,us,us
2021-09-09T23:43:15.564Z,36.6814,71.0931,214.33,4.5,mb,,70,0.606,0.7,us,us7000f9v7,2021-09-26T02:45:36.040Z,"30 km SE of Jurm, Afghanistan",earthquake,6.9,3.4,0.064,72,reviewed,us,us
2021-09-09T21:57:56.520Z,40.2705,-124.3813333,32.83,4.47,mw,23,229,0.03464,0.11,nc,nc73622771,2021-09-26T03:40:14.957Z,"10km SW of Petrolia, CA",earthquake,0.63,0.39,,3,reviewed,nc,nc
2021-09-09T21:56:46.353Z,-17.6618,-178.6408,559.54,4.5,mb,,119,3.152,0.45,us,us7000f9un,2021-09-26T02:39:47.040Z,"221 km ENE of Levuka, Fiji",earthquake,13.4,8.7,0.115,22,reviewed,us,us
2021-09-09T21:41:08.880Z,-38.0877,-93.7903,10,4.6,mb,,47,12.918,0.85,us,us7000fbj3,2021-09-26T00:30:39.040Z,"West Chile Rise",earthquake,11.9,1.9,0.061,79,reviewed,us,us
2021-09-09T20:57:23.328Z,-60.2789,-26.9006,43.28,4.9,mb,,107,7.937,0.88,us,us7000fbj2,2021-09-17T17:44:53.040Z,"South Sandwich Islands region",earthquake,13.2,6.6,0.108,27,reviewed,us,us
2021-09-09T19:23:25.640Z,53.4905,-163.5261,21.99,5.1,mb,,140,1.166,0.85,us,us7000f9t5,2021-10-01T19:33:37.183Z,"151 km S of False Pass, Alaska",earthquake,4.4,4.8,0.04,197,reviewed,us,us
2021-09-09T18:24:26.665Z,-59.3265,-25.6053,41.03,4.7,mb,,79,7.819,0.75,us,us7000fbiy,2021-09-18T15:55:22.040Z,"South Sandwich Islands region",earthquake,11.7,7.6,0.118,22,reviewed,us,us
2021-09-09T17:58:20.613Z,-9.8255,-79.9269,10,4.7,mb,,139,3.073,0.84,us,us7000f9sk,2021-09-18T20:11:25.040Z,"168 km WSW of Puerto Santa, Peru",earthquake,3.6,1.9,0.108,26,reviewed,us,us
2021-09-09T16:27:24.360Z,-37.9459,-93.7449,10,4.6,mb,,102,16.392,0.93,us,us7000f9r9,2021-09-30T15:17:07.040Z,"West Chile Rise",earthquake,16,1.7,0.095,36,reviewed,us,us
2021-09-09T15:04:16.681Z,-59.0951,-25.8672,39.02,4.9,mb,,91,7.575,0.82,us,us7000fbix,2021-09-29T21:24:33.040Z,"South Sandwich Islands region",earthquake,12.9,7.2,0.115,27,reviewed,us,us
2021-09-09T13:36:19.709Z,-38.0812,-93.9062,10,4.6,mb,,125,13.004,1.15,us,us7000fbit,2021-09-18T19:35:13.040Z,"West Chile Rise",earthquake,13.1,1.9,0.105,27,reviewed,us,us
2021-09-09T13:07:57.578Z,-37.9514,-94.3655,10,4.5,mb,,102,16.585,1.4,us,us7000fbik,2021-09-18T19:31:41.040Z,"West Chile Rise",earthquake,13,1.9,0.131,17,reviewed,us,us
2021-09-09T12:59:02.435Z,-59.3747,-25.3618,46.39,5.1,mb,,118,7.949,0.89,us,us7000f9ne,2021-09-09T13:18:34.040Z,"South Sandwich Islands region",earthquake,8.4,7.5,0.079,52,reviewed,us,us
2021-09-09T11:52:31.172Z,-38.0692,-93.898,10,4.5,mb,,87,17.537,0.39,us,us7000f9nf,2021-10-01T08:27:34.040Z,"West Chile Rise",earthquake,15.2,1.9,0.116,24,reviewed,us,us
2021-09-09T07:18:09.489Z,-21.7308,-179.3968,593.64,5.3,mww,,47,4.636,0.83,us,us7000f9m4,2021-09-09T07:36:03.040Z,"Fiji region",earthquake,10.6,7.3,0.093,11,reviewed,us,us
2021-09-09T06:42:48.196Z,-38.2176,-93.727,10,5.2,mww,,146,12.906,0.57,us,us7000f9lz,2021-09-09T07:01:27.040Z,"West Chile Rise",earthquake,12.6,1.9,0.078,16,reviewed,us,us
2021-09-09T06:40:42.370Z,12.9746,57.552,10,4.6,mb,,103,11.976,0.5,us,us7000f9m6,2021-09-09T07:44:54.040Z,"Owen Fracture Zone region",earthquake,12.3,1.9,0.089,38,reviewed,us,us
2021-09-09T05:19:52.001Z,5.9097,126.2326,95.04,4.5,mb,,63,1.322,0.87,us,us7000f9lc,2021-09-09T05:44:39.040Z,"50 km S of Pondaguitan, Philippines",earthquake,8.9,7.7,0.089,37,reviewed,us,us
2021-09-09T04:59:43.449Z,-19.2552,-176.4147,10,5.8,mww,,44,5.184,0.79,us,us7000f9l5,2021-09-13T02:22:30.894Z,"224 km WNW of Pangai, Tonga",earthquake,10.3,1.8,0.059,28,reviewed,us,us
2021-09-09T04:37:01.658Z,-58.6559,-24.9781,10,5,mb,,45,7.73,0.69,us,us7000f9ky,2021-09-13T01:40:03.040Z,"South Sandwich Islands region",earthquake,8.7,1.7,0.067,72,reviewed,us,us
2021-09-09T04:11:49.788Z,29.3131,142.17,10,5.4,mww,,46,2.209,0.57,us,us7000f9kh,2021-09-22T04:17:56.757Z,"Izu Islands, Japan region",earthquake,3,1.7,0.068,21,reviewed,us,us
2021-09-09T03:54:18.358Z,-58.791,-25.3537,35,5,mb,,56,9.963,0.65,us,us7000f9k0,2021-09-12T23:43:15.040Z,"South Sandwich Islands region",earthquake,10.8,1.9,0.105,29,reviewed,us,us
2021-09-09T03:47:14.565Z,-58.7044,-25.1464,44.61,5.3,mww,,68,7.679,0.43,us,us7000f9jy,2021-09-12T23:40:11.323Z,"South Sandwich Islands region",earthquake,9.8,5.1,0.086,13,reviewed,us,us
2021-09-09T03:45:38.735Z,-24.1655,-67.1085,210.39,4.5,mb,,85,1.556,0.65,us,us7000f9jw,2021-09-12T23:13:44.040Z,"80 km W of San Antonio de los Cobres, Argentina",earthquake,9.6,7.6,0.144,14,reviewed,us,us
2021-09-09T03:08:20.748Z,-38.1193,-94.042,10,4.6,mb,,98,16.962,0.47,us,us7000f9jl,2021-09-12T21:51:30.040Z,"West Chile Rise",earthquake,4.8,1.9,0.068,64,reviewed,us,us
2021-09-09T03:02:25.786Z,10.1302,93.9735,70,4.7,mb,,196,5.759,0.44,us,us7000f9ji,2021-09-12T21:45:01.040Z,"216 km SE of Port Blair, India",earthquake,12.2,2,0.115,23,reviewed,us,us
2021-09-09T02:25:35.889Z,-38.2982,-93.8058,10,4.7,mb,,143,15.918,0.57,us,us7000f9pc,2021-09-12T21:09:08.040Z,"West Chile Rise",earthquake,14.7,1.9,0.058,91,reviewed,us,us
2021-09-09T02:16:31.381Z,-3.942,134.9748,9.83,5,mb,,110,2.904,0.56,us,us7000f9j2,2021-09-10T04:32:16.701Z,"86 km SW of Nabire, Indonesia",earthquake,6.9,4.4,0.063,81,reviewed,us,us
2021-09-09T01:43:32.977Z,-38.3059,-93.7848,10,4.6,mb,,106,15.9,0.66,us,us7000f9iw,2021-09-10T03:41:50.040Z,"West Chile Rise",earthquake,14.7,1.9,0.05,121,reviewed,us,us
2021-09-09T01:14:22.549Z,-6.8883,-72.7845,15.85,4.8,mb,,99,0.839,0.48,us,us7000f9ib,2021-09-10T03:20:25.992Z,"81 km N of Mâncio Lima, Brazil",earthquake,4.5,4.6,0.067,70,reviewed,us,us
2021-09-09T01:12:10.265Z,-38.3698,-93.7232,10,4.9,mb,,100,16.718,0.6,us,us7000f9ij,2021-09-10T03:10:18.040Z,"West Chile Rise",earthquake,13.7,1.8,0.059,88,reviewed,us,us
2021-09-08T23:48:45.402Z,-38.1494,-93.7946,10,5.4,mww,,87,15.928,1.21,us,us7000f9hs,2021-09-10T21:52:47.092Z,"West Chile Rise",earthquake,6,1.8,0.05,38,reviewed,us,us
2021-09-08T23:13:47.725Z,-38.189,-93.8422,10,5.3,mww,,87,15.956,0.72,us,us7000f9hh,2021-10-02T00:36:43.040Z,"West Chile Rise",earthquake,12.1,1.7,0.05,38,reviewed,us,us
2021-09-08T23:04:32.093Z,-38.2233,-93.8701,10,4.5,mb,,102,16.776,0.83,us,us7000fbgg,2021-10-01T02:57:09.040Z,"West Chile Rise",earthquake,12.8,1.9,0.127,18,reviewed,us,us
2021-09-08T22:54:17.900Z,-38.4859,-93.7674,10,4.5,mb,,87,16.625,0.76,us,us7000fbgf,2021-10-01T01:22:05.040Z,"West Chile Rise",earthquake,12.6,1.3,0.086,40,reviewed,us,us
2021-09-08T22:49:14.551Z,-38.1725,-93.9034,15.05,4.8,mb,,102,16.844,0.59,us,us7000f9qi,2021-10-01T00:55:18.040Z,"West Chile Rise",earthquake,13.2,3.7,0.067,69,reviewed,us,us
2021-09-08T22:17:26.692Z,-38.1867,-93.8529,10,4.7,mb,,102,17.479,0.53,us,us7000fbgd,2021-09-30T23:32:17.040Z,"West Chile Rise",earthquake,13.2,1.8,0.085,42,reviewed,us,us
2021-09-08T21:56:48.808Z,-38.1797,-93.7892,10,4.7,mb,,87,15.917,0.6,us,us7000f9gi,2021-09-29T04:11:21.040Z,"West Chile Rise",earthquake,12.4,1.8,0.072,59,reviewed,us,us
2021-09-08T21:42:17.056Z,-58.3964,-25.5275,53.75,4.7,mb,,45,7.351,0.67,us,us7000f9gr,2021-09-29T03:00:34.040Z,"South Sandwich Islands region",earthquake,10.3,5.5,0.09,38,reviewed,us,us
2021-09-08T21:25:30.487Z,-38.2681,-93.7481,10,4.5,mb,,102,16.671,0.62,us,us7000fbg7,2021-09-29T01:16:36.040Z,"West Chile Rise",earthquake,6.8,1.9,0.091,36,reviewed,us,us
2021-09-08T21:17:34.233Z,-38.2396,-93.5605,10,5.2,mww,,62,15.752,0.66,us,us7000f9g6,2021-09-29T00:07:14.040Z,"West Chile Rise",earthquake,11.5,1.8,0.061,26,reviewed,us,us
2021-09-08T16:37:27.410Z,-38.1622,-93.8785,10,5.5,mww,,32,13.005,0.77,us,us7000f9ay,2021-09-22T05:22:21.929Z,"West Chile Rise",earthquake,10,1.7,0.049,40,reviewed,us,us
2021-09-08T15:49:48.549Z,33.4062,141.1856,32.02,4.6,mb,,100,1.185,1.01,us,us7000fbg3,2021-09-22T05:06:14.040Z,"208 km SSE of Katsuura, Japan",earthquake,6.9,5.3,0.137,16,reviewed,us,us
2021-09-08T15:43:01.607Z,34.6514,45.35,10,4.5,mb,,46,0.555,0.78,us,us7000f9ah,2021-09-22T04:59:46.040Z,"35 km E of Kifrī, Iraq",earthquake,5.6,1.9,0.079,47,reviewed,us,us
2021-09-08T15:37:17.176Z,-38.2073,-93.8539,10,4.9,mb,,73,15.961,0.66,us,us7000f9as,2021-09-22T04:51:20.040Z,"West Chile Rise",earthquake,12.4,1.8,0.053,113,reviewed,us,us
2021-09-08T15:33:58.062Z,-38.1845,-93.8049,10,4.9,mb,,102,15.928,0.61,us,us7000f9af,2021-09-22T04:45:37.040Z,"West Chile Rise",earthquake,13,1.8,0.042,179,reviewed,us,us
2021-09-08T15:21:42.930Z,-60.5529,-24.852,10,4.5,mb,,71,14.149,0.67,us,us7000fbg2,2021-09-22T04:37:25.040Z,"South Sandwich Islands region",earthquake,15.4,1.9,0.191,8,reviewed,us,us
2021-09-08T10:33:15.136Z,-36.2927,-98.181,10,4.6,mb,,130,13.205,0.71,us,us7000f978,2021-09-22T09:18:44.040Z,"southeast of Easter Island",earthquake,12.7,1.9,0.088,39,reviewed,us,us
2021-09-08T09:50:21.995Z,16.9248,-99.825,35,4.6,mb,,188,1.359,0.95,us,us7000f96s,2021-09-22T09:08:20.545Z,"1 km S of Los Órganos de San Agustín, Mexico",earthquake,8.2,2,0.072,58,reviewed,us,us
2021-09-08T09:42:46.245Z,-15.8251,-172.6458,10,4.7,mb,,102,2.08,0.99,us,us7000fbfx,2021-09-22T09:05:36.040Z,"124 km E of Hihifo, Tonga",earthquake,11.8,1.9,0.138,16,reviewed,us,us
2021-09-08T09:00:39.271Z,-6.9996,154.977,10,4.6,mb,,60,3.952,0.75,us,us7000fbfv,2021-09-22T08:40:39.040Z,"94 km SW of Panguna, Papua New Guinea",earthquake,5.4,1.9,0.146,14,reviewed,us,us
2021-09-08T05:42:58.151Z,16.6267,-99.7482,18.74,4.5,mb,,170,1.464,1.4,us,us7000f957,2021-09-08T07:52:02.665Z,"14 km WSW of San Andrés Playa Encantada (El Podrido), Mexico",earthquake,7.5,7.6,0.031,300,reviewed,us,us
2021-09-08T05:20:06.964Z,38.1508,73.2564,62.21,5.3,mb,,45,2.687,0.74,us,us7000f950,2021-09-08T17:44:05.040Z,"62 km W of Murghob, Tajikistan",earthquake,6.6,1.9,0.037,251,reviewed,us,us
2021-09-08T05:15:18.285Z,6.0885,126.925,55.87,4.5,mb,,116,1.654,0.55,us,us7000f94z,2021-09-15T05:19:11.040Z,"88 km ESE of Pondaguitan, Philippines",earthquake,6.2,8.7,0.078,48,reviewed,us,us
2021-09-08T02:58:19.578Z,17.0712,-99.8388,10,4.7,mb,,65,1.309,0.68,us,us7000f94k,2021-09-26T01:38:55.957Z,"5 km NE of Ocotillo, Mexico",earthquake,6.6,1.8,0.046,143,reviewed,us,us
2021-09-08T02:31:57.426Z,30.6161,141.912,14.12,4.6,mb,,131,3.065,0.59,us,us7000fbft,2021-09-26T00:50:40.040Z,"Izu Islands, Japan region",earthquake,8.2,4.8,0.089,38,reviewed,us,us
2021-09-08T02:29:06.560Z,-58.8756,-23.7408,10,4.6,mb,,103,10.727,0.68,us,us7000fbfl,2021-09-25T23:17:07.040Z,"South Sandwich Islands region",earthquake,4.9,1.9,0.117,22,reviewed,us,us
2021-09-08T02:28:30.267Z,55.5151,166.422,10,4.8,mb,,61,5.193,0.95,us,us7000f942,2021-09-25T23:09:42.040Z,"259 km ESE of Ust’-Kamchatsk Staryy, Russia",earthquake,9.2,1.8,0.053,109,reviewed,us,us
2021-09-08T02:18:01.834Z,16.9901,-99.8194,10,4.9,mb,,71,1.325,0.85,us,us7000f93y,2021-09-25T04:13:39.952Z,"1 km WNW of Lomas de San Juan, Mexico",earthquake,7.2,1.8,0.054,105,reviewed,us,us
2021-09-08T02:00:50.955Z,13.208,-89.8797,41.87,4.5,mb,,184,0.61,0.55,us,us7000fbfk,2021-09-25T03:21:08.040Z,"42 km S of Acajutla, El Salvador",earthquake,3.8,17.5,0.382,2,reviewed,us,us
2021-09-08T01:47:47.492Z,16.9722,-99.7429,20,7,mww,,43,1.268,0.58,us,us7000f93v,2021-10-02T06:06:57.983Z,"Acapulco, Mexico",earthquake,5.9,1.7,0.04,61,reviewed,us,us
2021-09-08T01:40:02.143Z,36.4786,27.1703,9.76,4.5,mwr,,31,0.812,0.77,us,us7000f93t,2021-09-24T23:10:29.890Z,"15 km SSE of Mandráki, Greece",earthquake,4.8,3.8,0.05,38,reviewed,us,us
2021-09-08T01:33:30.951Z,18.6982,145.6625,178.14,4.6,mb,,59,8.95,0.5,us,us7000f93s,2021-09-24T01:59:13.040Z,"Pagan region, Northern Mariana Islands",earthquake,9.2,7.2,0.064,73,reviewed,us,us
2021-09-08T00:12:59.800Z,-7.5145,128.3549,133.36,4.6,mb,,59,2.954,1.3,us,us7000f93a,2021-09-22T04:06:45.040Z,"186 km NE of Lospalos, Timor Leste",earthquake,3.4,6.6,0.088,38,reviewed,us,us
2021-09-07T18:41:23.076Z,39.1866,141.8615,74.52,4.5,mb,,139,1.714,0.39,us,us7000f904,2021-09-30T19:22:24.040Z,"10 km S of Kamaishi, Japan",earthquake,7.2,8.6,0.131,19,reviewed,us,us
2021-09-07T18:29:22.778Z,8.3118,126.6729,74.46,4.6,mb,,99,1.642,1.19,us,us7000f8zw,2021-09-29T19:25:20.040Z,"31 km ENE of Barcelona, Philippines",earthquake,6.8,7.1,0.065,75,reviewed,us,us
2021-09-07T13:34:12.648Z,38.1266,73.1869,38.59,4.7,mb,,45,2.301,0.59,us,us7000f8um,2021-09-15T14:19:59.040Z,"68 km W of Murghob, Tajikistan",earthquake,2.7,7,0.064,78,reviewed,us,us
2021-09-07T13:25:10.499Z,35.3614,141.3875,35,4.5,mb,,100,2.592,0.24,us,us7000f8ul,2021-09-15T14:10:55.040Z,"65 km SE of Hasaki, Japan",earthquake,4.6,2,0.191,10,reviewed,us,us
2021-09-07T13:22:14.478Z,-17.3893,-69.4032,169,4.6,mb,,95,0.212,0.55,us,us7000f8ug,2021-09-15T14:06:48.040Z,"67 km ENE of Estique, Peru",earthquake,7.7,5.5,0.036,233,reviewed,us,us
2021-09-07T13:05:52.713Z,-30.0645,-176.5234,10,4.6,mb,,95,13.226,0.71,us,us7000fb40,2021-09-15T13:19:52.040Z,"Kermadec Islands region",earthquake,11.1,1.8,0.114,23,reviewed,us,us
2021-09-07T11:15:00.634Z,36.1046,31.0176,51.96,4.5,mb,,49,1.15,0.68,us,us7000f8tq,2021-09-07T12:24:50.040Z,"62 km SE of Tekirova, Turkey",earthquake,2.6,7.7,0.077,50,reviewed,us,us
2021-09-07T10:22:08.023Z,-59.4361,-25.9276,35,4.9,mb,,95,7.751,0.45,us,us7000f8tm,2021-09-07T10:49:07.040Z,"South Sandwich Islands region",earthquake,9,2,0.09,39,reviewed,us,us
2021-09-07T09:49:57.208Z,-19.4163,-176.0692,10,6,mww,,41,5.446,0.71,us,us7000f8tc,2021-09-08T09:55:14.024Z,"185 km WNW of Pangai, Tonga",earthquake,9,1.7,0.068,21,reviewed,us,us
2021-09-07T08:45:56.944Z,-24.2047,179.7056,572.45,4.9,mb,,105,5.465,1.29,us,us7000f8t2,2021-09-07T09:05:34.040Z,"south of the Fiji Islands",earthquake,14.3,14.3,0.129,19,reviewed,us,us
2021-09-07T03:54:00.381Z,-15.9873,-173.8167,89.85,4.8,mb,,75,2.852,0.86,us,us7000f8rv,2021-09-07T23:20:43.040Z,"4 km SSW of Hihifo, Tonga",earthquake,8.8,5.9,0.03,352,reviewed,us,us
2021-09-07T02:49:59.225Z,-6.2622,103.5456,35,4.8,mb,,83,3.53,0.8,us,us7000f8rm,2021-09-07T23:06:26.040Z,"211 km WSW of Bandar Lampung, Indonesia",earthquake,8.6,2,0.118,25,reviewed,us,us
2021-09-07T02:29:31.229Z,5.4902,126.7097,47.36,4.8,mb,,83,1.93,0.72,us,us7000f8rg,2021-09-07T23:00:38.040Z,"112 km SSE of Pondaguitan, Philippines",earthquake,7.6,5.9,0.06,91,reviewed,us,us
2021-09-07T01:53:42.971Z,-8.7631,120.4416,126.56,4.6,mb,,92,1.78,1,us,us7000f8r2,2021-09-07T22:34:28.040Z,"16 km S of Ruteng, Indonesia",earthquake,8.7,9,0.194,8,reviewed,us,us
2021-09-07T01:52:54.044Z,-58.514,-25.2611,30.26,5,mb,,52,7.531,0.94,us,us7000f8r4,2021-09-07T22:20:04.040Z,"South Sandwich Islands region",earthquake,10.1,4.7,0.089,40,reviewed,us,us
2021-09-07T01:48:21.596Z,-2.121,28.8825,10,4.5,mb,,86,2.391,0.62,us,us7000f8r0,2021-09-07T21:52:28.919Z,"40 km N of Cyangugu, Rwanda",earthquake,8.9,1.9,0.15,13,reviewed,us,us
2021-09-07T00:36:26.767Z,-4.1349,139.9331,71.7,4.6,mb,,48,1.784,0.73,us,us7000f8qn,2021-09-26T01:56:01.040Z,"187 km SSW of Abepura, Indonesia",earthquake,8.4,6.4,0.074,54,reviewed,us,us
2021-09-07T00:02:38.365Z,-30.0008,-177.485,10,4.6,mb,,110,0.828,1.25,us,us7000fb3c,2021-09-25T22:44:49.040Z,"Kermadec Islands, New Zealand",earthquake,12.4,1.7,0.165,11,reviewed,us,us
2021-09-06T23:53:49.330Z,3.1596,126.8808,39.56,4.7,mb,,83,2.421,0.58,us,us7000f8qf,2021-09-26T01:49:52.040Z,"201 km NW of Tobelo, Indonesia",earthquake,7.2,7,0.067,67,reviewed,us,us
2021-09-06T21:16:25.590Z,5.5296,126.8831,10,4.6,mb,,178,2.005,0.89,us,us7000fb2q,2021-09-16T22:45:51.040Z,"120 km SE of Pondaguitan, Philippines",earthquake,9,1.9,0.125,19,reviewed,us,us
2021-09-06T20:59:21.975Z,31.1673,131.4674,45.94,4.6,mb,,102,0.932,0.95,us,us7000f8p7,2021-09-18T17:16:13.040Z,"41 km SSE of Kushima, Japan",earthquake,5.6,2.5,0.083,43,reviewed,us,us
2021-09-06T17:48:31.156Z,-56.5996,-25.1246,10,4.6,mb,,193,6.869,0.98,us,us7000fb2s,2021-09-17T21:53:04.040Z,"South Sandwich Islands region",earthquake,12.1,1.9,0.137,16,reviewed,us,us
2021-09-06T17:31:23.429Z,86.0617,32.9475,10,5.1,mb,,53,7.588,0.92,us,us7000f8n5,2021-09-18T16:55:51.040Z,"north of Svalbard",earthquake,9.7,1.8,0.027,453,reviewed,us,us
2021-09-06T16:50:16.654Z,5.498,126.707,52.71,4.5,mb,,90,1.922,0.5,us,us7000fb2b,2021-09-14T20:21:41.040Z,"112 km SSE of Pondaguitan, Philippines",earthquake,8,8.1,0.109,25,reviewed,us,us
2021-09-06T16:03:20.251Z,-28.4649,-177.1779,60.13,4.6,mb,,168,1.018,0.82,us,us7000fb2a,2021-09-14T20:00:54.040Z,"Kermadec Islands region",earthquake,13,6.8,0.126,21,reviewed,us,us
2021-09-06T15:44:34.632Z,-5.7238,153.6072,10,4.6,mb,,48,2.094,0.53,us,us7000fb26,2021-09-14T19:21:28.040Z,"212 km SE of Kokopo, Papua New Guinea",earthquake,6.1,1.7,0.091,38,reviewed,us,us
2021-09-06T15:34:50.721Z,7.8412,137.4056,10,4.5,mb,,90,10.599,0.64,us,us7000fb29,2021-09-14T19:03:40.040Z,"201 km SSW of Colonia, Micronesia",earthquake,9.2,1.3,0.125,21,reviewed,us,us
2021-09-06T15:04:39.119Z,36.2989,27.1498,10,4.6,mb,,46,0.75,0.84,us,us7000f8ku,2021-09-14T18:49:21.040Z,"34 km S of Mandráki, Greece",earthquake,3,1.8,0.119,24,reviewed,us,us
2021-09-06T15:00:17.776Z,40.1795,77.3173,10,4.6,mb,,75,1.591,0.57,us,us7000f8kt,2021-09-14T18:46:09.040Z,"138 km NE of Kashgar, China",earthquake,4.4,1.9,0.128,20,reviewed,us,us
2021-09-06T14:50:02.419Z,42.697,145.0948,49.73,4.7,mb,,122,1.589,0.8,us,us7000f8ks,2021-09-14T18:24:48.040Z,"66 km ESE of Kushiro, Japan",earthquake,6.8,6.8,0.032,298,reviewed,us,us
2021-09-06T14:00:23.445Z,23.8355,122.2036,27.88,5.2,mww,,46,0.969,0.66,us,us7000f8ki,2021-09-14T17:27:44.170Z,"62 km ESE of Hualien City, Taiwan",earthquake,5.5,4,0.086,13,reviewed,us,us
2021-09-06T13:44:49.909Z,-23.1033,-179.3303,527.53,4.5,mb,,84,5.868,0.78,us,us7000fb22,2021-09-14T17:01:53.040Z,"south of the Fiji Islands",earthquake,12.4,8.7,0.118,21,reviewed,us,us
2021-09-06T10:38:59.873Z,5.4876,126.6751,62.8,4.9,mb,,113,1.912,0.89,us,us7000f8jd,2021-09-06T11:01:31.040Z,"111 km SSE of Pondaguitan, Philippines",earthquake,8.4,3.1,0.069,83,reviewed,us,us
2021-09-06T10:27:26.030Z,5.6012,126.0785,72.19,4.5,mb,,114,1.541,1.28,us,us7000f8jb,2021-09-06T11:11:37.554Z,"Mindanao, Philippines",earthquake,9.6,4.6,0.099,30,reviewed,us,us
2021-09-06T09:06:41.583Z,46.0597,150.6943,100.27,4.5,mb,,93,5.55,0.62,us,us7000f8i6,2021-09-06T10:53:00.040Z,"238 km ENE of Kuril’sk, Russia",earthquake,10.8,7.8,0.055,98,reviewed,us,us
2021-09-06T08:19:43.452Z,-58.8058,-25.2332,35,5.6,mww,,43,7.692,0.66,us,us7000f8gz,2021-09-07T08:23:18.333Z,"South Sandwich Islands region",earthquake,8.6,1.9,0.056,31,reviewed,us,us
2021-09-06T07:47:20.814Z,53.2087,99.0414,10,5.2,mww,,29,3.205,0.53,us,us7000f8gn,2021-09-06T12:13:40.533Z,"93 km NW of Orlik, Russia",earthquake,7.9,1.9,0.098,10,reviewed,us,us
